param,material,process,best_system,best_color,best_n,best_median_abs_diff_pct,best_q25_abs_diff_pct,best_q75_abs_diff_pct,best_mean_abs_diff_pct,best_category
rsm,c45,b,int,white,1,99.9488954965066,99.9488954965066,99.9488954965066,99.9488954965066,>30\%
rsm,c45,gla,int,white,1,99.9395869828684,99.9395869828684,99.9395869828684,99.9395869828684,>30\%
rsm,c45,gri,int,blue,1,99.9197887198128,99.9197887198128,99.9197887198128,99.9197887198128,>30\%
rsm,c45,hon,FV,blue,1,99.8726932713513,99.8726932713513,99.8726932713513,99.8726932713513,>30\%
rsm,c45,mf,int,green,1,99.9217184628222,99.9217184628222,99.9217184628222,99.9217184628222,>30\%
rsm,c45,mr,int,white,1,99.9190425730083,99.9190425730083,99.9190425730083,99.9190425730083,>30\%
rsm,c45,tf,int,white,1,99.880542413956,99.880542413956,99.880542413956,99.880542413956,>30\%
rsm,c45,tr,int,white,1,99.8503331385599,99.8503331385599,99.8503331385599,99.8503331385599,>30\%
rsm,c45,wedm_f,int,blue,1,99.8870039588964,99.8870039588964,99.8870039588964,99.8870039588964,>30\%
rsm,c45,wedm_r,int,blue,1,99.8541033230003,99.8541033230003,99.8541033230003,99.8541033230003,>30\%
rsm,ellor,gla,int,blue,1,99.86651704158,99.86651704158,99.86651704158,99.86651704158,>30\%
rsm,ellor,gri,int,blue,1,99.691585640179,99.691585640179,99.691585640179,99.691585640179,>30\%
rsm,ellor,hon,FV,blue,1,99.9329947748946,99.9329947748946,99.9329947748946,99.9329947748946,>30\%
rsm,ellor,mf,int,white,1,99.9245130249369,99.9245130249369,99.9245130249369,99.9245130249369,>30\%
rsm,ellor,mr,int,white,1,99.9273134917115,99.9273134917115,99.9273134917115,99.9273134917115,>30\%
rsm,ellor,tf,FV,green,1,99.9292172535866,99.9292172535866,99.9292172535866,99.9292172535866,>30\%
rsm,ellor,tr,int,blue,1,99.9029506385407,99.9029506385407,99.9029506385407,99.9029506385407,>30\%
rsm,ellor,wedm_f,FV,green,1,99.9247588878783,99.9247588878783,99.9247588878783,99.9247588878783,>30\%
rsm,ellor,wedm_r,int,blue,1,99.8725395416752,99.8725395416752,99.8725395416752,99.8725395416752,>30\%
rsm,mo58a,b,FV,blue,2,99.94999397770181,99.93546819527535,99.96451976012825,99.94999397770181,>30\%
rsm,mo58a,gla,FV,green,1,99.9155080579772,99.9155080579772,99.9155080579772,99.9155080579772,>30\%
rsm,mo58a,gri,FV,green,1,99.8953748121885,99.8953748121885,99.8953748121885,99.8953748121885,>30\%
