param,material,process,system,color,n,median_abs_diff_pct,mean_abs_diff_pct,q25_abs_diff_pct,q75_abs_diff_pct
rsk,al7075,hon,FV,green,1,498.072270077514,498.072270077514,498.072270077514,498.072270077514
rsk,al7075,hon,FV,red,1,721.748177098149,721.748177098149,721.748177098149,721.748177098149
rsk,al7075,hon,conf,blue,1,155.007519383319,155.007519383319,155.007519383319,155.007519383319
rsk,al7075,hon,conf,green,1,282.305155291089,282.305155291089,282.305155291089,282.305155291089
rsk,al7075,hon,conf,red,1,301.65690920468,301.65690920468,301.65690920468,301.65690920468
rsk,al7075,hon,fusion,blue,1,70.386661330224,70.386661330224,70.386661330224,70.386661330224
rsk,al7075,hon,fusion,green,1,301.264752608229,301.264752608229,301.264752608229,301.264752608229
rsk,al7075,hon,fusion,red,1,330.295216973523,330.295216973523,330.295216973523,330.295216973523
rsk,al7075,hon,int,blue,1,305.381104552519,305.381104552519,305.381104552519,305.381104552519
rsk,al7075,hon,int,green,1,669.815834737364,669.815834737364,669.815834737364,669.815834737364
rsk,al7075,hon,int,red,1,323.050912384767,323.050912384767,323.050912384767,323.050912384767
rsk,al7075,hon,int,white,1,705.745961366085,705.745961366085,705.745961366085,705.745961366085
rsk,al7075,mf,FV,blue,1,129.570766665269,129.570766665269,129.570766665269,129.570766665269
rsk,al7075,mf,FV,green,1,98.3039223712032,98.3039223712032,98.3039223712032,98.3039223712032
rsk,al7075,mf,FV,red,1,89.5837787194948,89.5837787194948,89.5837787194948,89.5837787194948
rsk,al7075,mf,conf,blue,1,112.87288662635,112.87288662635,112.87288662635,112.87288662635
rsk,al7075,mf,conf,green,1,102.781952940422,102.781952940422,102.781952940422,102.781952940422
rsk,al7075,mf,conf,red,1,96.9382211434041,96.9382211434041,96.9382211434041,96.9382211434041
rsk,al7075,mf,fusion,blue,1,112.182379745166,112.182379745166,112.182379745166,112.182379745166
rsk,al7075,mf,fusion,green,1,105.396687169881,105.396687169881,105.396687169881,105.396687169881
rsk,al7075,mf,fusion,red,1,102.585478197193,102.585478197193,102.585478197193,102.585478197193
rsk,al7075,mf,int,blue,1,100.111967420772,100.111967420772,100.111967420772,100.111967420772
rsk,al7075,mf,int,green,1,102.133834934926,102.133834934926,102.133834934926,102.133834934926
rsk,al7075,mf,int,red,1,102.949214251126,102.949214251126,102.949214251126,102.949214251126
rsk,al7075,mf,int,white,1,96.6830977687455,96.6830977687455,96.6830977687455,96.6830977687455
rsk,al7075,mr,FV,blue,1,1718.1778078896,1718.1778078896,1718.1778078896,1718.1778078896
rsk,al7075,mr,FV,green,1,110.763311867634,110.763311867634,110.763311867634,110.763311867634
rsk,al7075,mr,FV,red,1,542.829879703511,542.829879703511,542.829879703511,542.829879703511
rsk,al7075,mr,conf,blue,1,240.0359928375,240.0359928375,240.0359928375,240.0359928375
rsk,al7075,mr,conf,green,1,17.9197050450632,17.9197050450632,17.9197050450632,17.9197050450632
rsk,al7075,mr,conf,red,1,21.8319970106892,21.8319970106892,21.8319970106892,21.8319970106892
rsk,al7075,mr,fusion,blue,1,86.8883712441054,86.8883712441054,86.8883712441054,86.8883712441054
rsk,al7075,mr,fusion,green,1,121.955348577549,121.955348577549,121.955348577549,121.955348577549
rsk,al7075,mr,fusion,red,1,327.842620817378,327.842620817378,327.842620817378,327.842620817378
rsk,al7075,mr,int,blue,1,477.842756016319,477.842756016319,477.842756016319,477.842756016319
rsk,al7075,mr,int,green,1,35.2872729641791,35.2872729641791,35.2872729641791,35.2872729641791
rsk,al7075,mr,int,red,1,631.190110340698,631.190110340698,631.190110340698,631.190110340698
rsk,al7075,mr,int,white,1,728.654768567612,728.654768567612,728.654768567612,728.654768567612
rsk,al7075,tf,FV,blue,1,151.456623761227,151.456623761227,151.456623761227,151.456623761227
rsk,al7075,tf,FV,green,1,117.336608496929,117.336608496929,117.336608496929,117.336608496929
rsk,al7075,tf,FV,red,1,108.105798249083,108.105798249083,108.105798249083,108.105798249083
rsk,al7075,tf,conf,blue,1,106.769962379476,106.769962379476,106.769962379476,106.769962379476
rsk,al7075,tf,conf,green,1,105.783137271607,105.783137271607,105.783137271607,105.783137271607
rsk,al7075,tf,conf,red,1,106.161533292891,106.161533292891,106.161533292891,106.161533292891
rsk,al7075,tf,fusion,blue,1,112.761079512519,112.761079512519,112.761079512519,112.761079512519
rsk,al7075,tf,fusion,green,1,115.317862095052,115.317862095052,115.317862095052,115.317862095052
rsk,al7075,tf,fusion,red,1,118.508125904344,118.508125904344,118.508125904344,118.508125904344
rsk,al7075,tf,int,blue,1,114.576708615216,114.576708615216,114.576708615216,114.576708615216
rsk,al7075,tf,int,green,1,111.243755877391,111.243755877391,111.243755877391,111.243755877391
rsk,al7075,tf,int,red,1,98.2477782468828,98.2477782468828,98.2477782468828,98.2477782468828
rsk,al7075,tf,int,white,1,112.923407233566,112.923407233566,112.923407233566,112.923407233566
rsk,al7075,tr,FV,blue,1,41.1917757799395,41.1917757799395,41.1917757799395,41.1917757799395
rsk,al7075,tr,FV,green,1,37.900690135047,37.900690135047,37.900690135047,37.900690135047
rsk,al7075,tr,FV,red,1,12.208205783633,12.208205783633,12.208205783633,12.208205783633
rsk,al7075,tr,conf,blue,1,19.9837489244176,19.9837489244176,19.9837489244176,19.9837489244176
rsk,al7075,tr,conf,green,1,31.9496975352064,31.9496975352064,31.9496975352064,31.9496975352064
rsk,al7075,tr,conf,red,1,48.7829925235364,48.7829925235364,48.7829925235364,48.7829925235364
rsk,al7075,tr,fusion,blue,1,11.0593178204511,11.0593178204511,11.0593178204511,11.0593178204511
rsk,al7075,tr,fusion,green,1,45.4045480258538,45.4045480258538,45.4045480258538,45.4045480258538
rsk,al7075,tr,fusion,red,1,67.9283834342003,67.9283834342003,67.9283834342003,67.9283834342003
rsk,al7075,tr,int,blue,1,52.1987972230325,52.1987972230325,52.1987972230325,52.1987972230325
rsk,al7075,tr,int,green,1,8.22335256586723,8.22335256586723,8.22335256586723,8.22335256586723
rsk,al7075,tr,int,red,1,28.3014219274318,28.3014219274318,28.3014219274318,28.3014219274318
rsk,al7075,tr,int,white,1,14.1611433150838,14.1611433150838,14.1611433150838,14.1611433150838
rsk,al7075,wedm_f,FV,blue,1,205.49495794758,205.49495794758,205.49495794758,205.49495794758
rsk,al7075,wedm_f,FV,green,1,261.994999312,261.994999312,261.994999312,261.994999312
rsk,al7075,wedm_f,FV,red,1,279.359586713505,279.359586713505,279.359586713505,279.359586713505
rsk,al7075,wedm_f,conf,blue,1,356.945451021601,356.945451021601,356.945451021601,356.945451021601
rsk,al7075,wedm_f,conf,green,1,155.746024263611,155.746024263611,155.746024263611,155.746024263611
rsk,al7075,wedm_f,conf,red,1,142.225792491934,142.225792491934,142.225792491934,142.225792491934
rsk,al7075,wedm_f,fusion,blue,1,418.029578226342,418.029578226342,418.029578226342,418.029578226342
rsk,al7075,wedm_f,fusion,green,1,135.873283632866,135.873283632866,135.873283632866,135.873283632866
rsk,al7075,wedm_f,fusion,red,1,118.864354011788,118.864354011788,118.864354011788,118.864354011788
rsk,al7075,wedm_f,int,blue,1,142.368741561789,142.368741561789,142.368741561789,142.368741561789
rsk,al7075,wedm_f,int,green,1,39.8433004819621,39.8433004819621,39.8433004819621,39.8433004819621
rsk,al7075,wedm_f,int,red,1,95.5685305158408,95.5685305158408,95.5685305158408,95.5685305158408
rsk,al7075,wedm_f,int,white,1,11.026974303433,11.026974303433,11.026974303433,11.026974303433
rsk,al7075,wedm_r,FV,blue,1,19.5720323587458,19.5720323587458,19.5720323587458,19.5720323587458
rsk,al7075,wedm_r,FV,green,1,30.594881001909,30.594881001909,30.594881001909,30.594881001909
rsk,al7075,wedm_r,FV,red,1,2.45262989162536,2.45262989162536,2.45262989162536,2.45262989162536
rsk,al7075,wedm_r,conf,blue,1,168.464492806401,168.464492806401,168.464492806401,168.464492806401
rsk,al7075,wedm_r,conf,green,1,340.230168972316,340.230168972316,340.230168972316,340.230168972316
rsk,al7075,wedm_r,conf,red,1,774.862795122934,774.862795122934,774.862795122934,774.862795122934
rsk,al7075,wedm_r,fusion,blue,1,790.323472947974,790.323472947974,790.323472947974,790.323472947974
rsk,al7075,wedm_r,fusion,green,1,1210.88005112951,1210.88005112951,1210.88005112951,1210.88005112951
rsk,al7075,wedm_r,fusion,red,1,1549.82601887662,1549.82601887662,1549.82601887662,1549.82601887662
rsk,al7075,wedm_r,int,blue,1,279.530055521458,279.530055521458,279.530055521458,279.530055521458
rsk,al7075,wedm_r,int,green,1,52.1137414654591,52.1137414654591,52.1137414654591,52.1137414654591
rsk,al7075,wedm_r,int,red,1,35.1334354927684,35.1334354927684,35.1334354927684,35.1334354927684
rsk,al7075,wedm_r,int,white,1,85.3337249297387,85.3337249297387,85.3337249297387,85.3337249297387
rsk,c45,b,FV,blue,1,18.98188406112,18.98188406112,18.98188406112,18.98188406112
rsk,c45,b,FV,green,1,97.3969304132753,97.3969304132753,97.3969304132753,97.3969304132753
rsk,c45,b,FV,red,1,127.38072580488,127.38072580488,127.38072580488,127.38072580488
rsk,c45,b,conf,green,1,65.5842720150953,65.5842720150953,65.5842720150953,65.5842720150953
rsk,c45,b,conf,red,1,66.0719244457464,66.0719244457464,66.0719244457464,66.0719244457464
rsk,c45,b,fusion,blue,1,77.8437993841671,77.8437993841671,77.8437993841671,77.8437993841671
rsk,c45,b,fusion,green,1,51.8840489301924,51.8840489301924,51.8840489301924,51.8840489301924
rsk,c45,b,fusion,red,1,38.7196247042675,38.7196247042675,38.7196247042675,38.7196247042675
rsk,c45,b,int,blue,2,112.68484002684349,112.68484002684349,112.58138416554574,112.78829588814125
rsk,c45,b,int,green,1,108.31520406522,108.31520406522,108.31520406522,108.31520406522
rsk,c45,b,int,red,1,107.50007265567,107.50007265567,107.50007265567,107.50007265567
rsk,c45,b,int,white,1,110.082996408883,110.082996408883,110.082996408883,110.082996408883
rsk,c45,gla,FV,blue,1,65.6333652542273,65.6333652542273,65.6333652542273,65.6333652542273
rsk,c45,gla,FV,green,1,0.641594217700701,0.641594217700701,0.641594217700701,0.641594217700701
rsk,c45,gla,FV,red,1,26.9488146005962,26.9488146005962,26.9488146005962,26.9488146005962
rsk,c45,gla,conf,blue,1,105.31054975208,105.31054975208,105.31054975208,105.31054975208
rsk,c45,gla,conf,green,1,324.328828336838,324.328828336838,324.328828336838,324.328828336838
rsk,c45,gla,conf,red,1,404.526541889087,404.526541889087,404.526541889087,404.526541889087
rsk,c45,gla,fusion,blue,1,8.33969810745531,8.33969810745531,8.33969810745531,8.33969810745531
rsk,c45,gla,fusion,green,1,315.344849131035,315.344849131035,315.344849131035,315.344849131035
rsk,c45,gla,fusion,red,1,434.614205993467,434.614205993467,434.614205993467,434.614205993467
rsk,c45,gla,int,blue,1,62.2126869536432,62.2126869536432,62.2126869536432,62.2126869536432
rsk,c45,gla,int,green,1,50.6008049601235,50.6008049601235,50.6008049601235,50.6008049601235
rsk,c45,gla,int,red,1,83.071205757515,83.071205757515,83.071205757515,83.071205757515
rsk,c45,gla,int,white,1,56.4548879175267,56.4548879175267,56.4548879175267,56.4548879175267
rsk,c45,gri,FV,blue,1,103.131250728555,103.131250728555,103.131250728555,103.131250728555
rsk,c45,gri,FV,green,1,108.30691203012,108.30691203012,108.30691203012,108.30691203012
rsk,c45,gri,FV,red,1,130.547072248741,130.547072248741,130.547072248741,130.547072248741
rsk,c45,gri,conf,blue,1,67.6387601327267,67.6387601327267,67.6387601327267,67.6387601327267
rsk,c45,gri,conf,green,1,55.0872799275278,55.0872799275278,55.0872799275278,55.0872799275278
rsk,c45,gri,conf,red,1,53.1203111144827,53.1203111144827,53.1203111144827,53.1203111144827
rsk,c45,gri,fusion,blue,1,80.6768537588738,80.6768537588738,80.6768537588738,80.6768537588738
rsk,c45,gri,fusion,green,1,57.0815435048225,57.0815435048225,57.0815435048225,57.0815435048225
rsk,c45,gri,fusion,red,1,53.6090382223445,53.6090382223445,53.6090382223445,53.6090382223445
rsk,c45,gri,int,blue,1,41.3611781508025,41.3611781508025,41.3611781508025,41.3611781508025
rsk,c45,gri,int,green,1,8.01014539378513,8.01014539378513,8.01014539378513,8.01014539378513
rsk,c45,gri,int,red,1,42.2487099254893,42.2487099254893,42.2487099254893,42.2487099254893
rsk,c45,gri,int,white,1,3.02935517527344,3.02935517527344,3.02935517527344,3.02935517527344
rsk,c45,hon,FV,blue,1,40.0098583285259,40.0098583285259,40.0098583285259,40.0098583285259
rsk,c45,hon,FV,green,1,43.9735953579686,43.9735953579686,43.9735953579686,43.9735953579686
rsk,c45,hon,FV,red,1,74.6147320576726,74.6147320576726,74.6147320576726,74.6147320576726
rsk,c45,hon,conf,blue,1,158.846920540691,158.846920540691,158.846920540691,158.846920540691
rsk,c45,hon,conf,green,1,254.351391505022,254.351391505022,254.351391505022,254.351391505022
rsk,c45,hon,conf,red,1,286.041610691009,286.041610691009,286.041610691009,286.041610691009
rsk,c45,hon,fusion,blue,1,17.2398018235869,17.2398018235869,17.2398018235869,17.2398018235869
rsk,c45,hon,fusion,green,1,247.562593074106,247.562593074106,247.562593074106,247.562593074106
rsk,c45,hon,fusion,red,1,248.946109922694,248.946109922694,248.946109922694,248.946109922694
rsk,c45,hon,int,blue,1,149.600870085001,149.600870085001,149.600870085001,149.600870085001
rsk,c45,hon,int,green,1,63.7066059449238,63.7066059449238,63.7066059449238,63.7066059449238
rsk,c45,hon,int,red,1,117.15062437818,117.15062437818,117.15062437818,117.15062437818
rsk,c45,hon,int,white,1,62.8036131480555,62.8036131480555,62.8036131480555,62.8036131480555
rsk,c45,mf,FV,blue,1,81.4302666022825,81.4302666022825,81.4302666022825,81.4302666022825
rsk,c45,mf,FV,green,1,103.003585811587,103.003585811587,103.003585811587,103.003585811587
rsk,c45,mf,FV,red,1,137.452963051247,137.452963051247,137.452963051247,137.452963051247
rsk,c45,mf,conf,green,1,34.3597996588423,34.3597996588423,34.3597996588423,34.3597996588423
rsk,c45,mf,conf,red,1,32.0587232847295,32.0587232847295,32.0587232847295,32.0587232847295
rsk,c45,mf,fusion,blue,1,72.989421308737107,72.989421308737107,72.989421308737107,72.989421308737107
rsk,c45,mf,fusion,green,1,29.7311418068128,29.7311418068128,29.7311418068128,29.7311418068128
rsk,c45,mf,fusion,red,1,21.9726407463563,21.9726407463563,21.9726407463563,21.9726407463563
rsk,c45,mf,int,blue,1,58.6976601323202,58.6976601323202,58.6976601323202,58.6976601323202
rsk,c45,mf,int,green,1,75.2527694470488,75.2527694470488,75.2527694470488,75.2527694470488
rsk,c45,mf,int,red,1,81.8099195110935,81.8099195110935,81.8099195110935,81.8099195110935
rsk,c45,mf,int,white,1,64.7266247592022,64.7266247592022,64.7266247592022,64.7266247592022
rsk,c45,mr,FV,blue,1,30.1068199491822,30.1068199491822,30.1068199491822,30.1068199491822
rsk,c45,mr,FV,green,1,102.983846014047,102.983846014047,102.983846014047,102.983846014047
rsk,c45,mr,FV,red,1,90.0042391768135,90.0042391768135,90.0042391768135,90.0042391768135
rsk,c45,mr,conf,green,1,15.6846749262007,15.6846749262007,15.6846749262007,15.6846749262007
rsk,c45,mr,conf,red,1,49.9817786483399,49.9817786483399,49.9817786483399,49.9817786483399
rsk,c45,mr,fusion,blue,1,120.278737048439,120.278737048439,120.278737048439,120.278737048439
rsk,c45,mr,fusion,green,1,49.3588045898421,49.3588045898421,49.3588045898421,49.3588045898421
rsk,c45,mr,fusion,red,1,122.182790870332,122.182790870332,122.182790870332,122.182790870332
rsk,c45,mr,int,blue,1,100.072314270892,100.072314270892,100.072314270892,100.072314270892
rsk,c45,mr,int,green,1,180.363293521008,180.363293521008,180.363293521008,180.363293521008
rsk,c45,mr,int,red,1,148.452549104895,148.452549104895,148.452549104895,148.452549104895
rsk,c45,mr,int,white,1,180.735951519534,180.735951519534,180.735951519534,180.735951519534
rsk,c45,tf,FV,blue,1,137.536490093834,137.536490093834,137.536490093834,137.536490093834
rsk,c45,tf,FV,green,1,142.709009713286,142.709009713286,142.709009713286,142.709009713286
rsk,c45,tf,FV,red,1,132.380068906598,132.380068906598,132.380068906598,132.380068906598
rsk,c45,tf,conf,green,1,108.896373100789,108.896373100789,108.896373100789,108.896373100789
rsk,c45,tf,conf,red,1,77.2686521928858,77.2686521928858,77.2686521928858,77.2686521928858
rsk,c45,tf,fusion,blue,1,156.247067367229,156.247067367229,156.247067367229,156.247067367229
rsk,c45,tf,fusion,green,1,79.7922392131999,79.7922392131999,79.7922392131999,79.7922392131999
rsk,c45,tf,fusion,red,1,48.0421815154042,48.0421815154042,48.0421815154042,48.0421815154042
rsk,c45,tf,int,blue,1,162.065723318231,162.065723318231,162.065723318231,162.065723318231
rsk,c45,tf,int,green,1,195.78926587714,195.78926587714,195.78926587714,195.78926587714
rsk,c45,tf,int,red,1,181.816402142908,181.816402142908,181.816402142908,181.816402142908
rsk,c45,tf,int,white,1,195.75081411823,195.75081411823,195.75081411823,195.75081411823
rsk,c45,tr,FV,blue,1,452.246888957043,452.246888957043,452.246888957043,452.246888957043
rsk,c45,tr,FV,green,1,329.254982624547,329.254982624547,329.254982624547,329.254982624547
rsk,c45,tr,FV,red,1,674.558895285587,674.558895285587,674.558895285587,674.558895285587
rsk,c45,tr,conf,green,1,272.479185431341,272.479185431341,272.479185431341,272.479185431341
rsk,c45,tr,conf,red,1,202.093818639332,202.093818639332,202.093818639332,202.093818639332
rsk,c45,tr,fusion,blue,1,434.127541830746,434.127541830746,434.127541830746,434.127541830746
rsk,c45,tr,fusion,green,1,57.1599880645486,57.1599880645486,57.1599880645486,57.1599880645486
rsk,c45,tr,fusion,red,1,2.6998694563001,2.6998694563001,2.6998694563001,2.6998694563001
rsk,c45,tr,int,blue,1,375.180721453484,375.180721453484,375.180721453484,375.180721453484
rsk,c45,tr,int,green,1,123.101046989677,123.101046989677,123.101046989677,123.101046989677
rsk,c45,tr,int,red,1,12.7902283042359,12.7902283042359,12.7902283042359,12.7902283042359
rsk,c45,tr,int,white,1,46.039223381209,46.039223381209,46.039223381209,46.039223381209
rsk,c45,wedm_f,FV,blue,1,12.4136913547888,12.4136913547888,12.4136913547888,12.4136913547888
rsk,c45,wedm_f,FV,green,1,6.45313137076041,6.45313137076041,6.45313137076041,6.45313137076041
rsk,c45,wedm_f,FV,red,1,64.5822624339691,64.5822624339691,64.5822624339691,64.5822624339691
rsk,c45,wedm_f,conf,blue,1,57.6824350802107,57.6824350802107,57.6824350802107,57.6824350802107
rsk,c45,wedm_f,conf,green,1,137.025126692748,137.025126692748,137.025126692748,137.025126692748
rsk,c45,wedm_f,conf,red,1,175.997796212985,175.997796212985,175.997796212985,175.997796212985
rsk,c45,wedm_f,fusion,blue,1,395.296189571652,395.296189571652,395.296189571652,395.296189571652
rsk,c45,wedm_f,fusion,green,1,18.7378972300768,18.7378972300768,18.7378972300768,18.7378972300768
rsk,c45,wedm_f,fusion,red,1,31.5259737214339,31.5259737214339,31.5259737214339,31.5259737214339
rsk,c45,wedm_f,int,blue,1,90.3265020973373,90.3265020973373,90.3265020973373,90.3265020973373
rsk,c45,wedm_f,int,green,1,39.4393918212055,39.4393918212055,39.4393918212055,39.4393918212055
rsk,c45,wedm_f,int,red,1,81.6761424966567,81.6761424966567,81.6761424966567,81.6761424966567
rsk,c45,wedm_f,int,white,1,41.3066663398198,41.3066663398198,41.3066663398198,41.3066663398198
rsk,c45,wedm_r,FV,blue,1,129.008305430776,129.008305430776,129.008305430776,129.008305430776
rsk,c45,wedm_r,FV,green,1,36.1513472688896,36.1513472688896,36.1513472688896,36.1513472688896
rsk,c45,wedm_r,FV,red,1,22.1664438745022,22.1664438745022,22.1664438745022,22.1664438745022
rsk,c45,wedm_r,conf,blue,1,5.02956575719825,5.02956575719825,5.02956575719825,5.02956575719825
rsk,c45,wedm_r,conf,green,1,120.201885113243,120.201885113243,120.201885113243,120.201885113243
rsk,c45,wedm_r,conf,red,1,161.514821667736,161.514821667736,161.514821667736,161.514821667736
rsk,c45,wedm_r,fusion,blue,1,24.2951037216059,24.2951037216059,24.2951037216059,24.2951037216059
rsk,c45,wedm_r,fusion,green,1,527.434432326305,527.434432326305,527.434432326305,527.434432326305
rsk,c45,wedm_r,fusion,red,1,978.263354440053,978.263354440053,978.263354440053,978.263354440053
rsk,c45,wedm_r,int,blue,1,17.7243733377816,17.7243733377816,17.7243733377816,17.7243733377816
rsk,c45,wedm_r,int,green,1,0.645960518842952,0.645960518842952,0.645960518842952,0.645960518842952
rsk,c45,wedm_r,int,red,1,7.74322122730392,7.74322122730392,7.74322122730392,7.74322122730392
rsk,c45,wedm_r,int,white,1,12.1724481312668,12.1724481312668,12.1724481312668,12.1724481312668
rsk,ellor,gla,FV,blue,1,66.0098595532548,66.0098595532548,66.0098595532548,66.0098595532548
rsk,ellor,gla,FV,green,1,63.8353766859761,63.8353766859761,63.8353766859761,63.8353766859761
rsk,ellor,gla,FV,red,1,64.0391148984027,64.0391148984027,64.0391148984027,64.0391148984027
rsk,ellor,gla,conf,blue,1,65.6044515723445,65.6044515723445,65.6044515723445,65.6044515723445
rsk,ellor,gla,conf,green,1,63.2357059692515,63.2357059692515,63.2357059692515,63.2357059692515
rsk,ellor,gla,conf,red,1,67.1951209353122,67.1951209353122,67.1951209353122,67.1951209353122
rsk,ellor,gla,fusion,blue,1,65.9696729842412,65.9696729842412,65.9696729842412,65.9696729842412
rsk,ellor,gla,fusion,green,1,65.2138902674126,65.2138902674126,65.2138902674126,65.2138902674126
rsk,ellor,gla,fusion,red,1,66.4279562692957,66.4279562692957,66.4279562692957,66.4279562692957
rsk,ellor,gla,int,blue,1,76.6941168179098,76.6941168179098,76.6941168179098,76.6941168179098
rsk,ellor,gla,int,green,1,60.2055597247704,60.2055597247704,60.2055597247704,60.2055597247704
rsk,ellor,gla,int,red,1,60.4198773319053,60.4198773319053,60.4198773319053,60.4198773319053
rsk,ellor,gla,int,white,1,58.5448150392565,58.5448150392565,58.5448150392565,58.5448150392565
rsk,ellor,gri,FV,blue,1,3.06010457015101,3.06010457015101,3.06010457015101,3.06010457015101
rsk,ellor,gri,FV,green,1,4.02628368555126,4.02628368555126,4.02628368555126,4.02628368555126
rsk,ellor,gri,FV,red,1,0.958582063511125,0.958582063511125,0.958582063511125,0.958582063511125
rsk,ellor,gri,conf,blue,1,5.63708439121568,5.63708439121568,5.63708439121568,5.63708439121568
rsk,ellor,gri,conf,green,1,9.86733569078878,9.86733569078878,9.86733569078878,9.86733569078878
rsk,ellor,gri,conf,red,1,14.4877015713647,14.4877015713647,14.4877015713647,14.4877015713647
rsk,ellor,gri,fusion,blue,1,8.34985088929724,8.34985088929724,8.34985088929724,8.34985088929724
rsk,ellor,gri,fusion,green,1,13.1907964360545,13.1907964360545,13.1907964360545,13.1907964360545
rsk,ellor,gri,fusion,red,1,18.031135249413,18.031135249413,18.031135249413,18.031135249413
rsk,ellor,gri,int,blue,1,78.2225110470559,78.2225110470559,78.2225110470559,78.2225110470559
rsk,ellor,gri,int,green,1,11.5805511426454,11.5805511426454,11.5805511426454,11.5805511426454
rsk,ellor,gri,int,red,1,4.22189953147035,4.22189953147035,4.22189953147035,4.22189953147035
rsk,ellor,gri,int,white,1,9.1515632073825,9.1515632073825,9.1515632073825,9.1515632073825
rsk,ellor,hon,FV,blue,1,81.4716568606227,81.4716568606227,81.4716568606227,81.4716568606227
rsk,ellor,hon,FV,green,1,89.2355428950299,89.2355428950299,89.2355428950299,89.2355428950299
rsk,ellor,hon,FV,red,1,107.442853759731,107.442853759731,107.442853759731,107.442853759731
rsk,ellor,hon,conf,blue,1,93.6413386836633,93.6413386836633,93.6413386836633,93.6413386836633
rsk,ellor,hon,conf,green,1,68.5436647425517,68.5436647425517,68.5436647425517,68.5436647425517
rsk,ellor,hon,conf,red,1,63.7388805179705,63.7388805179705,63.7388805179705,63.7388805179705
rsk,ellor,hon,fusion,blue,1,117.941367274359,117.941367274359,117.941367274359,117.941367274359
rsk,ellor,hon,fusion,green,1,71.495400565477,71.495400565477,71.495400565477,71.495400565477
rsk,ellor,hon,fusion,red,1,63.8061306691672,63.8061306691672,63.8061306691672,63.8061306691672
rsk,ellor,hon,int,blue,1,85.3672320479622,85.3672320479622,85.3672320479622,85.3672320479622
rsk,ellor,hon,int,green,1,17.2027905919028,17.2027905919028,17.2027905919028,17.2027905919028
rsk,ellor,hon,int,red,1,72.7432177704697,72.7432177704697,72.7432177704697,72.7432177704697
rsk,ellor,hon,int,white,1,17.0114365107231,17.0114365107231,17.0114365107231,17.0114365107231
rsk,ellor,mf,FV,blue,1,40.2178149826055,40.2178149826055,40.2178149826055,40.2178149826055
rsk,ellor,mf,FV,green,1,32.5345695313193,32.5345695313193,32.5345695313193,32.5345695313193
rsk,ellor,mf,FV,red,1,63.3385879366669,63.3385879366669,63.3385879366669,63.3385879366669
rsk,ellor,mf,conf,blue,1,40.8989189131262,40.8989189131262,40.8989189131262,40.8989189131262
rsk,ellor,mf,conf,green,1,35.4395819046763,35.4395819046763,35.4395819046763,35.4395819046763
rsk,ellor,mf,conf,red,1,47.1380609909824,47.1380609909824,47.1380609909824,47.1380609909824
rsk,ellor,mf,fusion,blue,1,76.1982546193437,76.1982546193437,76.1982546193437,76.1982546193437
rsk,ellor,mf,fusion,green,1,54.836896151678,54.836896151678,54.836896151678,54.836896151678
rsk,ellor,mf,fusion,red,1,28.5003481656034,28.5003481656034,28.5003481656034,28.5003481656034
rsk,ellor,mf,int,blue,1,98.6730251190207,98.6730251190207,98.6730251190207,98.6730251190207
rsk,ellor,mf,int,green,1,25.8104983318322,25.8104983318322,25.8104983318322,25.8104983318322
rsk,ellor,mf,int,red,1,5.91431664777544,5.91431664777544,5.91431664777544,5.91431664777544
rsk,ellor,mf,int,white,1,24.4812827875918,24.4812827875918,24.4812827875918,24.4812827875918
rsk,ellor,mr,FV,blue,1,22.4875820707631,22.4875820707631,22.4875820707631,22.4875820707631
rsk,ellor,mr,FV,green,1,16.0737879206933,16.0737879206933,16.0737879206933,16.0737879206933
rsk,ellor,mr,FV,red,1,29.830053434093,29.830053434093,29.830053434093,29.830053434093
rsk,ellor,mr,conf,blue,1,26.5551974065596,26.5551974065596,26.5551974065596,26.5551974065596
rsk,ellor,mr,conf,green,1,31.3080529019418,31.3080529019418,31.3080529019418,31.3080529019418
rsk,ellor,mr,conf,red,1,41.0453513554045,41.0453513554045,41.0453513554045,41.0453513554045
rsk,ellor,mr,fusion,blue,1,45.4884496618567,45.4884496618567,45.4884496618567,45.4884496618567
rsk,ellor,mr,fusion,green,1,43.8217335093615,43.8217335093615,43.8217335093615,43.8217335093615
rsk,ellor,mr,fusion,red,1,50.37752676148,50.37752676148,50.37752676148,50.37752676148
rsk,ellor,mr,int,blue,1,98.0961374404987,98.0961374404987,98.0961374404987,98.0961374404987
rsk,ellor,mr,int,green,1,1.84201657318009,1.84201657318009,1.84201657318009,1.84201657318009
rsk,ellor,mr,int,red,1,5.06152508265473,5.06152508265473,5.06152508265473,5.06152508265473
rsk,ellor,mr,int,white,1,3.13526707311121,3.13526707311121,3.13526707311121,3.13526707311121
rsk,ellor,tf,FV,blue,1,52.1423089290507,52.1423089290507,52.1423089290507,52.1423089290507
rsk,ellor,tf,FV,green,1,52.8496684396103,52.8496684396103,52.8496684396103,52.8496684396103
rsk,ellor,tf,FV,red,1,61.3622240410206,61.3622240410206,61.3622240410206,61.3622240410206
rsk,ellor,tf,conf,blue,1,51.5296356539683,51.5296356539683,51.5296356539683,51.5296356539683
rsk,ellor,tf,conf,green,1,51.0095459612294,51.0095459612294,51.0095459612294,51.0095459612294
rsk,ellor,tf,conf,red,1,58.6662055674149,58.6662055674149,58.6662055674149,58.6662055674149
rsk,ellor,tf,fusion,blue,1,79.9393139440854,79.9393139440854,79.9393139440854,79.9393139440854
